"Default","FACTU_PERIOD","FACTU_BALANCE_MEAN","FACTU_CASH_MEAN","FACTU_LIMIT_MEAN","FACTU_CYCLE_MEAN","CurrentTotalBalance","CashBalance","CreditLimit","DelqCycle","PAIES_NB","PAIES_AMT_MEAN","PAIES_AMT_MED"
0,14,220.602857142857,11.4035714285714,3100,0,0,0,3100,0,17,604.678823529412,666.61
0,14,389.327142857143,0,800,0,424,0,800,0,19,387.556315789474,353.5
0,14,289.697857142857,0,9000,0,146.64,0,9000,0,12,319.378333333333,171.52
0,14,432.611428571429,0,17200,0,1166,0,17200,0,22,211.483181818182,160.36
0,14,654.983571428571,0,4900,0,1662.6,0,4900,0,6,1238.21,1167.545
0,14,541.806428571429,0,5500,0,175.44,0,5500,0,12,583.9825,577.815
0,14,1740.02071428571,0,22800,0,1437.88,0,22800,0,12,1738.15083333333,1386.6
0,14,628.830714285714,0,5100,0,893.52,0,5100,0,12,629.4525,626.02
0,14,1130.68214285714,0,4200,0,1087.68,0,4200,0,13,1242.27307692308,1268.82
0,14,844.055,0,19900,0,492.45,0,19900,0,12,823.760833333333,765.76
0,14,636.806428571429,0,3300,0,768,0,3300,0,1,NA,NA
0,14,397.817142857143,0,900,0.142857142857143,207.58,0,900,0,18,205.682222222222,204
0,14,358.587142857143,0,5400,0,400,0,5400,0,12,357.205,290.155
0,14,537.736428571429,21.5792857142857,6700,0,145.6,0,6700,0,12,605.066666666667,624.015
0,14,442.471428571429,0,1850,0,663.32,0,2100,0,21,611.47,557.23
0,14,66.0085714285714,0,2600,0,0,0,2600,0,33,346.178181818182,212.16
0,14,814.050714285714,0,3400,0,633.42,0,3400,0,12,849.323333333333,809.57
0,14,373.539285714286,0,2400,0,962,0,2400,0,27,377.025555555556,318.15
0,14,1755.31857142857,0,18728.5714285714,0,1352.56,0,24300,0,12,1793.04416666667,1781.81
0,14,2017.79214285714,0,7100,0,1908.9,0,7100,0,12,2058.09083333333,1854.705
0,14,426.364285714286,0,7200,0.142857142857143,0,0,7200,0,7,786.185714285714,674.16
0,14,760.152142857143,0,9300,0,1128.75,0,9300,0,12,1107.49916666667,1224.055
0,14,18.3078571428571,0,6671.42857142857,0,45.15,0,5300,0,37,68.9518918918919,50
0,14,486.782857142857,0,4300,0,365.04,0,4300,0,11,445.452727272727,427
0,14,454.165,0,600,0,487.76,0,600,0,36,175.785277777778,90.685
0,14,2945.745,0,5385.71428571429,0.142857142857143,5674.24,0,6600,0,11,1431.76454545455,1515
0,14,4598.02071428571,365.745714285714,5100,0,3780,0,5100,0,26,294.258461538462,283.75
0,14,547.58,0,5900,0,872,0,5900,0,13,554.832307692308,505
0,14,1078.76785714286,0,6600,0.0714285714285714,411.6,0,6600,0,13,1007.12538461538,872.38
0,14,1262.74642857143,0,4700,0,2429.97,0,4700,0,12,1348.25416666667,1035.04
0,14,1346.37285714286,0,7900,0,6649.38,0,7900,0,12,1091.95166666667,834.75
0,14,567.767142857143,0,1100,0,559.54,0,1100,0,11,634.645454545455,613.11
0,14,1436.14928571429,0,10200,0,1461,0,10200,0,12,1481.97583333333,1428.26
0,14,293.467142857143,0,1600,0,183.04,0,1600,0,11,226.407272727273,137.55
0,14,1743.33857142857,0,6600,0,2035.28,0,6600,0,13,1624.50923076923,1217.46
0,14,736.620714285714,0,7700,0,905.37,0,7700,0,12,707.409166666667,692.12
0,14,360.845,128.243571428571,600,0,0,0,600,0,23,294.509130434783,320.32
0,14,71.9878571428571,0,17000,0,51,0,17000,0,29,157.23724137931,149.1
0,14,192.678571428571,0,7100,0,107.1,0,7100,0,8,316.06125,260.925
0,14,1281.77214285714,0,3800,0,1759.8,0,3800,0,13,1202.52,1098.89
0,14,470.547857142857,0,17200,0,281.41,0,17200,0,12,481.51,490.485
0,14,2079.81928571429,0,3300,0,2300.2,0,3300,0,31,291.45,210
0,14,368.707857142857,0,2000,0,774.18,0,2000,0,10,445.174,489.89
0,14,3590.64214285714,0,12900,0,6670.58,0,12900,0,12,3732.07,2923.08
0,14,256.890714285714,0,7400,0.142857142857143,285,0,7400,0,10,296.658,259.55
0,14,675.752857142857,0,15100,0,1632.82,0,15100,0,12,754.8975,623.35
0,14,1408.065,47.9321428571429,4100,0,3051.74,0,4100,0,116,79.0201724137931,50.25
0,14,3802.00214285714,112.5,4500,0.785714285714286,4582.86,0,4500,2,7,732.714285714286,520
0,14,4093.77714285714,30.46,10300,0,2048.98,0,10300,0,15,1816.964,1628.54
0,14,263.29,130.43,9300,0,204.02,0,9300,0,14,560.475714285714,160.2
0,14,633.876428571429,0,8100,0,484,0,8100,0,11,624.06,356.38
0,14,2154.81357142857,0,4200,0,2478.32,0,4200,0,12,2140.03833333333,2028.585
0,14,583.617857142857,0,3800,0,290.88,0,3800,0,13,607.297692307692,550.14
1,14,1063.01071428571,0,1200,0.642857142857143,1232.4,0,1200,1,7,616.405714285714,526.05
0,14,419.857857142857,54.3571428571429,14328.5714285714,0.0714285714285714,297.86,0,16900,0,12,496.06,390.54
0,14,1088.54857142857,0,4800,0.0714285714285714,2765.36,0,4800,0,13,1002.29307692308,875.67
0,14,1874.66142857143,0,4200,0.142857142857143,2715.66,0,4200,0,13,1469.75230769231,1304.16
0,14,751.93,0,3628.57142857143,0,2438.53,0,4700,0,10,1041.578,1017.525
0,14,1914.77785714286,47.6792857142857,6200,0,2367.04,0,6200,0,20,785.59,362.25
0,14,732.157857142857,56.2957142857143,15200,0,1624.08,0,15200,0,31,1315.05032258065,1134.2
0,14,873.571428571429,348.515,7914.28571428571,0,1621.05,998.58,10200,0,26,532.401153846154,510.99
0,14,402.162857142857,12.4521428571429,900,0,497.49,0,900,0,20,298.4325,302.1
0,14,1135.79285714286,0,7800,0.0714285714285714,964.08,0,7800,0,10,988.309,960.69
0,14,737.543571428571,0,1900,0.0714285714285714,1425.7,0,1900,0,12,314.674166666667,265.885
0,14,330.947142857143,0,3900,0.0714285714285714,365.16,0,3900,0,10,392.195,304.245
0,14,506.127857142857,0,14100,0.0714285714285714,947.58,0,14100,0,12,433.029166666667,350.2
0,14,756.969285714286,0,2500,0,320.12,0,2500,0,17,563.627647058824,545.9
0,14,455.144285714286,0,19300,0,375.44,0,19300,0,12,448.69,339.44
0,14,699.877857142857,0,6100,0,580.38,0,6100,0,12,745.575833333333,498.845
0,14,526.856428571429,0,4200,0,185.12,0,4200,0,9,724.008888888889,546
0,14,1014.00142857143,0,5300,0,711.04,0,5300,0,13,1024.25076923077,837.42
0,14,1101.73857142857,0,1900,0.142857142857143,934.25,0,1900,0,12,328.991666666667,287.25
0,14,790.587142857143,0,15728.5714285714,0,938.4,0,5300,0,12,698.973333333333,629.76
0,14,997.608571428571,0,2100,0,1101.03,0,2100,0,12,343.958333333333,307.5
0,14,23.595,0,1200,0,0,0,1200,0,105,116.317047619048,97.65
0,14,117.175714285714,0,10500,0,188.24,0,10500,0,36,170.185833333333,148.735
0,14,236.009285714286,14.5714285714286,10100,0,241.02,0,10100,0,13,441.48,304.98
1,14,1977.73928571429,0,8000,0.214285714285714,2144.46,0,10600,0,9,1162.69333333333,535
0,14,2217.26642857143,0,7200,0.0714285714285714,1192.88,0,7200,0,11,2516.55636363636,2562
0,14,432.154285714286,0,4900,0,148.05,0,4900,0,12,511.781666666667,412
0,14,355.274285714286,0,19300,0,438.9,0,19300,0,12,363.67,348.425
0,14,583.715,0,5300,0,270.4,0,5300,0,12,610.849166666667,496.14
0,14,269.658571428571,0,1700,0.0714285714285714,481.24,0,1700,0,11,257.628181818182,276.66
0,14,388.352857142857,0,6300,0,392.7,0,6300,0,12,365.458333333333,278.23
0,14,218.492142857143,0,5150,0,406.02,0,5900,0,9,298.165555555556,349.44
0,14,305.302857142857,0,5400,0.142857142857143,125.19,0,5400,0,10,389.232,244.67
0,14,1600.785,24.5957142857143,2028.57142857143,0,2359.76,121.2,2600,0,18,107.768888888889,81.6
0,14,1766.65142857143,0,5100,0,2322.54,0,5100,0,38,836.070263157895,812.1
0,14,684.008571428571,0,4400,0,582.77,0,4400,0,13,658.593846153846,572.68
0,14,2185.46214285714,0,4000,0.714285714285714,2036.94,0,4000,1,6,344.671666666667,361.165
0,14,671.783571428571,0,2400,0,600.95,0,2400,0,17,350.749411764706,300
0,14,1309.09142857143,0,2300,0,606.32,0,2300,0,1,NA,NA
0,14,1919.17642857143,0,6800,0.285714285714286,4887,0,6800,0,13,634.877692307692,515
0,14,434.709285714286,0,10100,0,0,0,10100,0,38,602.295263157895,237.645
0,14,809.631428571429,0,3814.28571428571,0,688.82,0,5100,0,11,985.330909090909,760.14
0,14,403.687142857143,0,1100,0,89,0,1100,0,12,459.0775,437.46
0,14,4264.46428571429,0,5200,0,5081.31,0,5200,0,29,700.231034482759,424
0,14,1140.11928571429,0,7300,0.142857142857143,276.66,0,9800,0,10,1680.29,1324.765
0,14,786.832142857143,0,2400,0,539,0,2400,0,12,783.171666666667,720.31
0,14,1447.37928571429,0,2400,0,2042.49,0,2400,0,17,1133.15235294118,1040
0,14,20599.9871428571,891.521428571429,25171.4285714286,0,24883.37,206,28600,0,21,794.047619047619,742
0,14,403.304285714286,0,2300,0,780.3,0,2300,0,12,402.446666666667,407.16
0,14,664.402142857143,0,4100,0,453.49,0,4100,0,11,602.69,589.57
0,14,233.576428571429,0,14657.1428571429,0,0,0,19300,0,12,249.721666666667,255.875
0,14,566.948571428571,0,8807.14285714286,0,672,0,10200,0,23,643.070434782609,440
0,14,379.477857142857,0,16100,0,332.69,0,16100,0,13,308.620769230769,252.35
0,14,357.927142857143,0,1200,0,1066,0,1200,0,37,1681.21189189189,204.75
0,14,459.220714285714,0,19500,0,930.21,0,19500,0,10,527.718,255.135
0,14,257.543571428571,0,3100,0,283.81,0,3100,0,12,261.765,237.645
0,14,869.375,0,5800,0,351.75,0,5800,0,12,937.815833333333,727.16
0,14,174.410714285714,0,2100,0,139.1,0,2100,0,12,169.365833333333,174.07
0,14,801.837142857143,0,1900,0.0714285714285714,408.74,0,1900,0,13,593.904615384615,515
0,14,1027.25214285714,0,2800,0.0714285714285714,469,0,2800,0,14,438.25,354
0,14,237.383571428571,0,1178.57142857143,0,160.65,0,1200,0,36,102.776388888889,82.63
0,14,313.263571428571,0,6300,0,42.23,0,10300,0,28,610.323571428571,293.05
0,14,370.977142857143,0,2200,0,1185.45,0,2200,0,9,448.892222222222,339.04
0,14,826.32,0,4400,0.0714285714285714,720.11,0,4400,0,11,860.594545454545,692.16
0,14,352.715714285714,0,1200,0,377,0,1200,0,21,248.8,204
0,14,3197.64642857143,0,6400,0,3086.56,0,6400,0,13,3374.79153846154,3395.18
0,14,1009.28,0,3800,0,1382.85,0,3800,0,12,1008.06083333333,932.605
0,14,176.254285714286,0,671.428571428571,0.0714285714285714,292.56,0,1100,0,16,277.401875,221.07
0,14,2092.53642857143,0,5500,0,3148.95,0,6300,0,12,2119.12583333333,1863.895
0,14,405.626428571429,0,1500,0,644.8,0,1500,0,12,385.701666666667,264.06
0,14,2634.01571428571,0,3300,0,2697.76,0,3300,0,13,173.284615384615,187.2
0,14,1129.00928571429,0,4300,0,1067.86,0,4300,0,12,117.083333333333,104
0,14,291.365714285714,0,3800,0,245.82,0,3800,0,12,318.966666666667,235.95
0,14,3188.83142857143,0,5500,0,3615.04,0,5500,0,12,548.158333333333,319.5
0,14,825.847857142857,0,4721.42857142857,0,871.32,0,5900,0,12,844.088333333333,589.93
0,14,85.9692857142857,0,16700,0,46.2,0,16700,0,9,115.782222222222,112.2
0,14,248.957857142857,0,2500,0,444.4,0,2500,0,39,404.384615384615,328.64
0,14,402.482857142857,0,1500,0.214285714285714,417.15,0,1500,0,11,293.723636363636,242.4
0,14,1049.95285714286,0,12700,0,1251.86,0,12700,0,12,1096.16166666667,1036.115
0,14,945.721428571429,0,1300,0,393.9,0,1300,0,35,295.61,210
0,14,574.552857142857,0,3200,0,519,0,3200,0,15,721.245333333333,378
0,14,534.902142857143,0,4300,0,189.88,0,4300,0,13,546.633846153846,475.86
0,14,2127.59642857143,0,5600,0,2286.42,0,5600,0,13,2044.57461538462,2025
0,14,416.852142857143,0,3800,0,244.65,0,3800,0,12,431.523333333333,460.53
0,14,325.311428571429,0,5200,0,0,0,5200,0,10,360.224,303.5
0,14,191.95,0,3800,0,665.38,0,3800,0,21,346.503333333333,187.46
0,14,623.34,13.1692857142857,4100,0,309.75,0,4100,0,18,571.047777777778,476.68
0,14,3543.81714285714,4.45714285714286,6942.85714285714,0.0714285714285714,4771.56,0,7800,0,24,588.516666666667,512.5
0,14,6029.85,0,18800,0,5763,0,18800,0,12,1737.5,1780
0,14,413.019285714286,0,16300,0,752.96,0,16300,0,11,456.942727272727,407.68
0,14,747.65,0,1100,0,1072.72,0,1100,0,12,758.708333333333,867.24
0,14,624.1,0,6300,0,21.63,0,6300,0,12,586.530833333333,502.35
0,14,250.552857142857,0,2000,0,302,0,2200,0,15,249.579333333333,256.88
0,14,995.368571428571,0,11021.4285714286,0,333.9,0,11300,0,12,939.291666666667,538.5
1,14,969.915714285714,0,1300,0,1062.6,0,1300,0,129,100.336279069767,100
0,14,2340.14785714286,6.21642857142857,2600,0,2403.22,0,2600,0,30,125.341333333333,101.5
0,14,758.328571428571,0,3300,0,1388.22,0,3300,0,12,862.564166666667,913.425
0,14,583.802857142857,0,2800,0,551.05,0,2800,0,16,488.243125,520.18
0,14,275.839285714286,0,5500,0,17.17,0,5500,0,38,126.807105263158,78.82
0,14,491.197857142857,0,18800,0,597.92,0,18800,0,12,457.880833333333,426.015
0,14,261.306428571429,0,12014.2857142857,0,0,0,10300,0,134,153.219850746269,91.73
0,14,285.389285714286,0,5900,0,350.88,0,5900,0,27,273.238888888889,127.2
0,14,537.402142857143,0,8100,0,271.92,0,8100,0,14,687.212142857143,459.155
0,14,368.795,0,1700,0,141.11,0,1700,0,11,363.848181818182,383.52
0,14,1126.435,0,1514.28571428571,0,747.93,0,1300,0,30,88.6756666666667,104.01
